id,count
0,88.01199575404866
1,243.22657401200598
2,75.00763449395102
4,31.183501682151995
5,42.61878077745865
10,121.13754962457215
11,177.7873420550675
12,300.64200968480293
15,29.726704084005632
17,104.54534230037477
18,293.50802951174245
23,244.96409787987267
25,113.88590577779863
26,39.63969277561998
31,233.56631938097215
39,153.4521435085989
40,25.17181706567757
41,202.91089445614566
42,311.52593388997536
43,157.71369446290703
51,218.63506106944178
52,73.94311046528229
54,18.260983069352385
60,135.01325618294032
61,146.42449455608127
62,109.22312623889103
63,24.37069202443073
65,115.6188712700146
66,106.8699132416628
68,142.4604288223528
71,82.01725867217091
80,25.30438289736001
82,63.077660511848556
94,130.58217648908646
98,259.9393778712245
101,28.55031368292445
102,133.47315171463347
107,95.18091254571274
112,210.8420770188902
113,71.37837079654642
115,60.67580915861646
116,116.41693604016095
120,161.7051325589354
121,84.70062193155766
122,301.12619004053016
132,193.45861359658505
143,73.00783039821367
147,63.179606810400585
150,18.830314356368117
151,86.4424777803634
152,248.94846063630553
153,85.21275254499905
155,151.6461485750906
156,51.06667611894372
159,188.70131864412284
161,158.0605909253678
163,40.17096916006162
177,170.1590322111454
186,18.150266622318778
188,17.78334453783702
190,91.0301959120761
191,89.32095270324005
192,263.7637675100625
195,291.5853742555055
200,156.38371070509928
209,296.9749991892879
210,17.855445830038605
211,212.44665653279424
214,150.4870531771269
215,25.30438289736001
218,102.4247791658446
219,38.29762885145521
222,156.1264601655835
225,17.819385720038618
228,300.8523109800543
236,207.81735636253913
241,30.84820892445106
242,177.62852001097946
243,224.26806491759524
245,18.260518279955917
247,271.5664717410863
251,132.24002685930802
252,86.18516318296959
253,85.35513439610725
254,90.35043197902917
258,290.0200202445831
260,62.70345669896637
261,170.20057496573446
265,88.78317180112921
266,280.23607756342847
267,286.166317987625
269,168.52419948755667
270,63.20257029539834
275,100.71773922325639
278,40.14387438737047
279,84.70385242745213
286,92.13415030048326
287,25.13266377915947
288,205.63830038708065
289,154.5014654249335
293,18.4440355918988
294,164.29953313671402
297,50.28016333247875
302,107.20129309698078
303,64.81762637035162
304,42.61878077745865
307,99.93119885749182
309,18.161411246908347
311,172.84288990564193
312,137.5222022355025
314,196.18638612281663
315,224.647318777816
319,174.13676460177675
322,111.39005394556048
323,63.16034169422393
325,122.90408341374274
327,267.19052571474106
330,39.608081575510056
332,201.8500783860296
333,18.4440355918988
338,101.7839567154121
341,102.97106995486861
345,218.0298742898199
348,129.14683086246873
349,40.1549242387993
350,116.25991056617039
352,61.719255927264875
355,16.052075175482194
356,200.08092259482527
358,61.347764000638556
363,127.84065089624472
369,165.33647063028218
371,18.830314356368117
372,139.80752410283472
375,292.08690405906793
380,127.7274554917635
388,40.025464695632444
391,136.5404535657259
392,270.9794470417376
393,313.14259604320756
394,171.46213419665244
396,25.325689762537845
401,30.510207606505126
407,88.62855296586756
409,86.13033438572708
410,111.07193263469613
416,119.76012292420381
418,119.45986913945237
420,155.67461788621748
421,202.78584920647947
422,126.27297138379247
424,291.13869968113465
428,299.44419562163534
429,236.6926604122977
431,175.15723419859734
435,16.795135280514913
439,115.7446798558093
441,17.7152060449349
447,86.83737299067256
449,138.98189223816047
451,144.17112771002868
452,18.057202081467945
454,205.28169341323198
458,237.73203581994258
463,136.89798150577448
467,17.92358817822877
470,244.47966724217585
471,163.07138565828038
474,286.4762570428845
478,18.101948560341185
483,110.03353169337548
484,130.50254217553493
485,84.07186166845705
486,130.56769649070333
491,99.11844223867642
494,102.33408734128362
495,259.55795733631203
497,210.35332105146924
499,170.60844799888864
515,115.1809467910199
518,204.9770147544848
521,166.69517465351808
525,159.04383069454303
529,245.83851122624696
532,143.5694200146635
534,87.65796896169778
540,89.0056479916054
544,294.0889756505683
547,166.01845566408434
549,40.025464695632444
563,39.23746073106629
564,156.48259147630702
567,110.29837664616684
572,114.6474512254395
577,129.6341187733412
578,252.15428392814917
585,307.54373008571616
588,136.3473478960462
589,120.7541208991538
590,104.96245422535135
592,18.03916490700731
594,233.68191396616282
596,17.973030535499788
598,304.63774380156656
599,136.80310816021236
605,31.327753999349586
606,126.11166081308677
607,267.6119529727986
608,222.86693908176625
609,62.82814608538831
610,286.1139188926419
611,172.42711652801566
614,132.09948304219867
615,207.80698429642572
616,267.61047788187204
617,125.55374194350907
618,242.68499044267224
624,107.56024072115429
629,138.4834754592888
631,83.8255838666134
633,79.9552496512864
637,25.155732978006522
638,104.79969603751685
643,60.9626910229021
644,150.59181820808823
645,40.1815518067253
646,200.3462465030574
648,195.23098539009388
650,31.94946807453522
651,174.86821724353274
652,277.65217061495383
656,131.48060063678778
657,18.101948560341185
659,70.21706081433584
660,208.4690959786457
662,102.31820237167793
665,314.43449885977793
675,298.4500897338982
681,160.3282673278959
682,224.01395477349644
685,17.07702571945242
686,197.42468437837513
